kMessageId;PostedDateTime;TransactionType;OrderID;MerchantOrderID;AmountType;AmountDescription;Amount;QuantityPurchased;SellerSKU;MarketplaceName;SettlementID
5291500189;Wed Oct 15 2025 14:23:32 GMT+0000 (GMT);Order;302-7766365-2627550;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500192;Wed Oct 15 2025 14:23:32 GMT+0000 (GMT);Order;302-7766365-2627550;;ItemFees;Commission;-16.49;;;Amazon.de;25758666322
5291500195;Wed Oct 15 2025 14:23:32 GMT+0000 (GMT);Order;302-7766365-2627550;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291497942;Wed Oct 15 2025 14:23:34 GMT+0000 (GMT);Order;405-6365513-8196365;;ItemPrice;Principal;111.26;;;Amazon.fr;25758151382
5291497945;Wed Oct 15 2025 14:23:34 GMT+0000 (GMT);Order;405-6365513-8196365;;ItemPrice;Shipping;8.9;;;Amazon.fr;25758151382
5291497948;Wed Oct 15 2025 14:23:34 GMT+0000 (GMT);Order;405-6365513-8196365;;ItemFees;Commission;-23.63;;;Amazon.fr;25758151382
5291497951;Wed Oct 15 2025 14:23:34 GMT+0000 (GMT);Order;405-6365513-8196365;;ItemFees;ShippingHB;-1.59;;;Amazon.fr;25758151382
5291497954;Wed Oct 15 2025 14:23:34 GMT+0000 (GMT);Order;405-6365513-8196365;;ItemFees;DigitalServicesFee;-0.49;;;Amazon.fr;25758151382
5308030137;Wed Oct 15 2025 14:28:29 GMT+0000 (GMT);Order;405-9818136-6075547;;ItemPrice;Principal;58.54;;;Amazon.es;25719906662
5308030140;Wed Oct 15 2025 14:28:29 GMT+0000 (GMT);Order;405-9818136-6075547;;ItemPrice;Shipping;13.9;;;Amazon.es;25719906662
5308030143;Wed Oct 15 2025 14:28:29 GMT+0000 (GMT);Order;405-9818136-6075547;;ItemFees;Commission;-9.95;;;Amazon.es;25719906662
5308030146;Wed Oct 15 2025 14:28:29 GMT+0000 (GMT);Order;405-9818136-6075547;;ItemFees;ShippingHB;-1.99;;;Amazon.es;25719906662
5308030149;Wed Oct 15 2025 14:28:29 GMT+0000 (GMT);Order;405-9818136-6075547;;ItemFees;DigitalServicesFee;-0.24;;;Amazon.es;25719906662
5308043943;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Principal;18.2;;;Amazon.nl;25720682842
5308043946;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Tax;3.8;;;Amazon.nl;25720682842
5308043949;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Shipping;2.85;;;Amazon.nl;25720682842
5308043952;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;ShippingTax;0.6;;;Amazon.nl;25720682842
5308043955;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemFees;Commission;-3.42;;;Amazon.nl;25720682842
5308043958;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemFees;ShippingHB;-0.54;;;Amazon.nl;25720682842
5308043961;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Principal;18.2;;;Amazon.nl;25720682842
5308043964;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Tax;3.8;;;Amazon.nl;25720682842
5308043967;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;Shipping;2.85;;;Amazon.nl;25720682842
5308043970;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemPrice;ShippingTax;0.6;;;Amazon.nl;25720682842
5308043973;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemFees;Commission;-3.41;;;Amazon.nl;25720682842
5308043976;Wed Oct 15 2025 20:16:52 GMT+0000 (GMT);Order;405-7015659-7457120;;ItemFees;ShippingHB;-0.53;;;Amazon.nl;25720682842
5291500933;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemPrice;Principal;18.07;;;Amazon.de;25758666322
5291500936;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemPrice;Tax;3.43;;;Amazon.de;25758666322
5291500939;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291500942;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500945;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemFees;Commission;-3.32;;;Amazon.de;25758666322
5291500948;Wed Oct 15 2025 20:53:17 GMT+0000 (GMT);Order;028-6096031-0382703;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291501467;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemPrice;Principal;18.32;;;Amazon.de;25758666322
5291501470;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemPrice;Tax;3.48;;;Amazon.de;25758666322
5291501473;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291501476;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291501479;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemFees;Commission;-3.89;;;Amazon.de;25758666322
5291501482;Wed Oct 15 2025 21:03:41 GMT+0000 (GMT);Order;306-6226116-7718736;;ItemFees;ShippingHB;-0.86;;;Amazon.de;25758666322
5310838917;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemPrice;Principal;21.4;;;Amazon.com.be;25727187262
5310838920;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemPrice;Tax;4.5;;;Amazon.com.be;25727187262
5310838923;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemPrice;Shipping;6.53;;;Amazon.com.be;25727187262
5310838926;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemPrice;ShippingTax;1.37;;;Amazon.com.be;25727187262
5310838929;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemFees;Commission;-4;;;Amazon.com.be;25727187262
5310838932;Wed Oct 15 2025 22:16:34 GMT+0000 (GMT);Order;171-6337962-3670728;;ItemFees;ShippingHB;-1.22;;;Amazon.com.be;25727187262
5291500135;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemPrice;Principal;58.66;;;Amazon.de;25758666322
5291500138;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemPrice;Tax;11.14;;;Amazon.de;25758666322
5291500141;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291500144;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500147;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemFees;Commission;-10.81;;;Amazon.de;25758666322
5291500150;Wed Oct 15 2025 22:17:47 GMT+0000 (GMT);Order;306-8093762-0710724;;ItemFees;ShippingHB;-0.77;;;Amazon.de;25758666322
5291501005;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemPrice;Principal;33.42;;;Amazon.de;25758666322
5291501008;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemPrice;Tax;6.36;;;Amazon.de;25758666322
5291501011;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291501014;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291501017;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemFees;Commission;-6.14;;;Amazon.de;25758666322
5291501020;Thu Oct 16 2025 06:24:48 GMT+0000 (GMT);Order;303-5825330-3002762;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291500072;Thu Oct 16 2025 09:39:53 GMT+0000 (GMT);Order;303-0914263-9159561;;ItemPrice;Principal;20.59;;;Amazon.de;25758666322
5291500075;Thu Oct 16 2025 09:39:53 GMT+0000 (GMT);Order;303-0914263-9159561;;ItemPrice;Tax;3.91;;;Amazon.de;25758666322
5291500078;Thu Oct 16 2025 09:39:53 GMT+0000 (GMT);Order;303-0914263-9159561;;ItemFees;Commission;-3.79;;;Amazon.de;25758666322
5291501197;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Principal;16.72;;;Amazon.de;25758666322
5291501200;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Tax;3.18;;;Amazon.de;25758666322
5291501203;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemFees;Commission;-3.08;;;Amazon.de;25758666322
5291501206;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Principal;16.72;;;Amazon.de;25758666322
5291501209;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Tax;3.18;;;Amazon.de;25758666322
5291501212;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemFees;Commission;-3.08;;;Amazon.de;25758666322
5291501215;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Principal;16.72;;;Amazon.de;25758666322
5291501218;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemPrice;Tax;3.18;;;Amazon.de;25758666322
5291501221;Thu Oct 16 2025 09:42:56 GMT+0000 (GMT);Order;304-0698036-6611554;;ItemFees;Commission;-3.08;;;Amazon.de;25758666322
5291497798;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemPrice;Principal;17.08;;;Amazon.fr;25758151382
5291497801;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemPrice;Tax;3.42;;;Amazon.fr;25758151382
5291497804;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemPrice;Shipping;7.42;;;Amazon.fr;25758151382
5291497807;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemPrice;ShippingTax;1.48;;;Amazon.fr;25758151382
5291497810;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemFees;Commission;-2.93;;;Amazon.fr;25758151382
5291497813;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemFees;ShippingHB;-1.28;;;Amazon.fr;25758151382
5291497816;Thu Oct 16 2025 10:00:30 GMT+0000 (GMT);Order;404-7132406-1453158;;ItemFees;DigitalServicesFee;-0.09;;;Amazon.fr;25758151382
5291501269;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemPrice;Principal;14.71;;;Amazon.de;25758666322
5291501272;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemPrice;Tax;2.79;;;Amazon.de;25758666322
5291501275;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291501278;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291501281;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemFees;Commission;-2.7;;;Amazon.de;25758666322
5291501284;Thu Oct 16 2025 10:05:36 GMT+0000 (GMT);Order;303-1092704-1293111;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291500807;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemPrice;Principal;11.68;;;Amazon.de;25758666322
5291500810;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemPrice;Tax;2.22;;;Amazon.de;25758666322
5291500813;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291500816;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500819;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemFees;Commission;-2.14;;;Amazon.de;25758666322
5291500822;Thu Oct 16 2025 10:06:21 GMT+0000 (GMT);Order;028-0123601-2781923;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291500477;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemPrice;Principal;37.73;;;Amazon.de;25758666322
5291500480;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemPrice;Tax;7.17;;;Amazon.de;25758666322
5291500483;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291500486;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500489;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemFees;Commission;-6.93;;;Amazon.de;25758666322
5291500492;Thu Oct 16 2025 10:16:37 GMT+0000 (GMT);Order;304-1639650-3337941;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291499937;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemPrice;Principal;21.43;;;Amazon.de;25758666322
5291499940;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemPrice;Tax;4.07;;;Amazon.de;25758666322
5291499943;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291499946;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291499949;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemFees;Commission;-3.93;;;Amazon.de;25758666322
5291499952;Thu Oct 16 2025 10:38:46 GMT+0000 (GMT);Order;306-2982488-1664312;;ItemFees;ShippingHB;-0.77;;;Amazon.de;25758666322
5291497972;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemPrice;Principal;1.25;;;Amazon.fr;25758151382
5291497975;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemPrice;Tax;0.25;;;Amazon.fr;25758151382
5291497978;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemPrice;Shipping;7.42;;;Amazon.fr;25758151382
5291497981;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemPrice;ShippingTax;1.48;;;Amazon.fr;25758151382
5291497984;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemFees;Commission;-0.23;;;Amazon.fr;25758151382
5291497987;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemFees;ShippingHB;-1.39;;;Amazon.fr;25758151382
5291497990;Thu Oct 16 2025 10:43:46 GMT+0000 (GMT);Order;402-2568789-0377915;;ItemFees;DigitalServicesFee;-0.04;;;Amazon.fr;25758151382
5291499829;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemPrice;Principal;32.2;;;Amazon.de;25758666322
5291499832;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemPrice;Tax;6.12;;;Amazon.de;25758666322
5291499835;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291499838;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291499841;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemFees;Commission;-5.92;;;Amazon.de;25758666322
5291499844;Thu Oct 16 2025 10:50:13 GMT+0000 (GMT);Order;303-4586253-0601943;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291500054;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemPrice;Principal;15.55;;;Amazon.de;25758666322
5291500057;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemPrice;Tax;3.11;;;Amazon.de;25758666322
5291500060;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemPrice;Shipping;3.25;;;Amazon.de;25758666322
5291500063;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemPrice;ShippingTax;0.65;;;Amazon.de;25758666322
5291500066;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemFees;Commission;-3.29;;;Amazon.de;25758666322
5291500069;Thu Oct 16 2025 10:53:15 GMT+0000 (GMT);Order;303-0235458-3453959;;ItemFees;ShippingHB;-0.7;;;Amazon.de;25758666322
5291498230;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemPrice;Principal;52.92;;;Amazon.fr;25758151382
5291498233;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemPrice;Tax;10.58;;;Amazon.fr;25758151382
5291498236;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemPrice;Shipping;7.42;;;Amazon.fr;25758151382
5291498239;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemPrice;ShippingTax;1.48;;;Amazon.fr;25758151382
5291498242;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemFees;Commission;-9.82;;;Amazon.fr;25758151382
5291498245;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemFees;ShippingHB;-1.39;;;Amazon.fr;25758151382
5291498248;Thu Oct 16 2025 10:54:29 GMT+0000 (GMT);Order;408-3308347-2749906;;ItemFees;DigitalServicesFee;-0.23;;;Amazon.fr;25758151382
5291501041;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemPrice;Principal;51.69;;;Amazon.de;25758666322
5291501044;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemPrice;Tax;9.81;;;Amazon.de;25758666322
5291501047;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291501050;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291501053;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemFees;Commission;-9.52;;;Amazon.de;25758666322
5291501056;Thu Oct 16 2025 10:54:55 GMT+0000 (GMT);Order;028-9586882-2796369;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291499919;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemPrice;Principal;22.61;;;Amazon.de;25758666322
5291499922;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemPrice;Tax;4.29;;;Amazon.de;25758666322
5291499925;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291499928;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291499931;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemFees;Commission;-4.79;;;Amazon.de;25758666322
5291499934;Thu Oct 16 2025 10:59:25 GMT+0000 (GMT);Order;028-5513764-5274733;;ItemFees;ShippingHB;-0.88;;;Amazon.de;25758666322
5291500897;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Principal;72.69;;;Amazon.de;25758666322
5291500900;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Tax;13.81;;;Amazon.de;25758666322
5291500903;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Shipping;2.06;;;Amazon.de;25758666322
5291500906;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25758666322
5291500909;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemFees;Commission;-13.37;;;Amazon.de;25758666322
5291500912;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemFees;ShippingHB;-0.38;;;Amazon.de;25758666322
5291500915;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Principal;61.26;;;Amazon.de;25758666322
5291500918;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Tax;11.64;;;Amazon.de;25758666322
5291500921;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;Shipping;2.06;;;Amazon.de;25758666322
5291500924;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemPrice;ShippingTax;0.39;;;Amazon.de;25758666322
5291500927;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemFees;Commission;-11.28;;;Amazon.de;25758666322
5291500930;Thu Oct 16 2025 11:05:51 GMT+0000 (GMT);Order;302-3790842-5966712;;ItemFees;ShippingHB;-0.38;;;Amazon.de;25758666322
5291497855;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemPrice;Principal;234.7;;;Amazon.fr;25758151382
5291497858;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemPrice;Shipping;7.42;;;Amazon.fr;25758151382
5291497861;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;Commission;-39.87;;;Amazon.fr;25758151382
5291497864;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;ShippingHB;-1.05;;;Amazon.fr;25758151382
5291497867;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;DigitalServicesFee;-0.82;;;Amazon.fr;25758151382
5291497870;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemPrice;Principal;61.79;;;Amazon.fr;25758151382
5291497873;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemPrice;Shipping;1.48;;;Amazon.fr;25758151382
5291497876;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;Commission;-10.49;;;Amazon.fr;25758151382
5291497879;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;ShippingHB;-0.21;;;Amazon.fr;25758151382
5291497882;Thu Oct 16 2025 11:17:15 GMT+0000 (GMT);Order;406-5699946-9167549;;ItemFees;DigitalServicesFee;-0.21;;;Amazon.fr;25758151382
5291499901;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemPrice;Principal;64.8;;;Amazon.de;25758666322
5291499904;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemPrice;Tax;12.31;;;Amazon.de;25758666322
5291499907;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291499910;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291499913;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemFees;Commission;-11.92;;;Amazon.de;25758666322
5291499916;Thu Oct 16 2025 11:22:34 GMT+0000 (GMT);Order;028-1355210-6299533;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291500117;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemPrice;Principal;61.05;;;Amazon.de;25758666322
5291500120;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemPrice;Tax;11.6;;;Amazon.de;25758666322
5291500123;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemPrice;Shipping;4.12;;;Amazon.de;25758666322
5291500126;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemPrice;ShippingTax;0.78;;;Amazon.de;25758666322
5291500129;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemFees;Commission;-11.23;;;Amazon.de;25758666322
5291500132;Thu Oct 16 2025 11:23:41 GMT+0000 (GMT);Order;304-2153202-9927529;;ItemFees;ShippingHB;-0.76;;;Amazon.de;25758666322
5291501305;Thu Oct 16 2025 11:28:13 GMT+0000 (GMT);Order;303-1988644-5065903;;ItemPrice;Principal;28.15;;;Amazon.de;25758666322
5291501308;Thu Oct 16 2025 11:28:13 GMT+0000 (GMT);Order;303-1988644-5065903;;ItemPrice;Tax;5.63;;;Amazon.de;25758666322
5291501311;Thu Oct 16 2025 11:28:13 GMT+0000 (GMT);Order;303-1988644-5065903;;ItemPrice;Shipping;5.42;;;Amazon.de;25758666322
5291501314;Thu Oct 16 2025 11:28:13 GMT+0000 (GMT);Order;303-1988644-5065903;;ItemPrice;ShippingTax;1.08;;;Amazon.de;25758666322
